,land_location,sgg_cd,emd_cd,land_gbn,bun,ji,bldg_nm,dong_nm,main_annex_gbn,purpose_cd,purpose_nm,etc_purpose_nm,household_cnt,family_cnt,ho_cnt,lon,lat
178,전라남도 광양시 중동 1686번지,46230,10600,0,"""1686""","""0000""",성호아파트,106동,주건축물,2000,공동주택,공동주택(아파트),177,0,0,127.6968533,34.9326534
179,전라남도 광양시 중동 1686번지,46230,10600,0,"""1686""","""0000""",성호아파트,104동,주건축물,2000,공동주택,공동주택(아파트),198,0,0,127.6968533,34.9326534
180,전라남도 광양시 중동 1686번지,46230,10600,0,"""1686""","""0000""",성호아파트,상가동(109동),주건축물,2000,공동주택,생활편익시설,0,0,38,127.6968533,34.9326534
181,전라남도 광양시 중동 1686번지,46230,10600,0,"""1686""","""0000""",성호아파트,유치원동,주건축물,10000,교육연구시설,"교육연구및복지시설,노유자시설",0,0,1,127.6968533,34.9326534
182,전라남도 광양시 중동 1686번지,46230,10600,0,"""1686""","""0000""",성호아파트,105동,주건축물,2000,공동주택,공동주택(아파트),177,0,0,127.6968533,34.9326534
183,전라남도 광양시 중동 1686번지,46230,10600,0,"""1686""","""0000""",성호아파트,108동,주건축물,2000,공동주택,공동주택(아파트),144,0,0,127.6968533,34.9326534
184,전라남도 광양시 중동 1686번지,46230,10600,0,"""1686""","""0000""",성호아파트,103동,주건축물,2000,공동주택,공동주택(아파트),198,0,0,127.6968533,34.9326534
185,전라남도 광양시 중동 1686번지,46230,10600,0,"""1686""","""0000""",성호아파트,101동,주건축물,2000,공동주택,공동주택(아파트),144,0,0,127.6968533,34.9326534
186,전라남도 광양시 중동 1686번지,46230,10600,0,"""1686""","""0000""",성호아파트,107동,주건축물,2000,공동주택,공동주택(아파트),126,0,0,127.6968533,34.9326534
187,전라남도 광양시 중동 1686번지,46230,10600,0,"""1686""","""0000""",성호아파트,102동,주건축물,2000,공동주택,공동주택(아파트),198,0,0,127.6968533,34.9326534
188,전라남도 광양시 중동 1691번지,46230,10600,0,"""1691""","""0000""",성호아파트,303동,주건축물,2000,공동주택,아파트,72,0,0,127.6936504,34.9314825
189,전라남도 광양시 중동 1691번지,46230,10600,0,"""1691""","""0000""",성호아파트,304동,주건축물,2000,공동주택,아파트,72,0,0,127.6936504,34.9314825
190,전라남도 광양시 중동 1691번지,46230,10600,0,"""1691""","""0000""",성호아파트,305동,주건축물,2000,공동주택,아파트,108,0,0,127.6936504,34.9314825
191,전라남도 광양시 중동 1691번지,46230,10600,0,"""1691""","""0000""",성호아파트,302동,주건축물,2000,공동주택,아파트,72,0,0,127.6936504,34.9314825
192,전라남도 광양시 중동 1691번지,46230,10600,0,"""1691""","""0000""",성호아파트,301동,주건축물,2000,공동주택,아파트,72,0,0,127.6936504,34.9314825
193,전라남도 광양시 중동 1691번지,46230,10600,0,"""1691""","""0000""",성호아파트,"306동(노인정,관리실,상가)",주건축물,2000,공동주택,생활편익시설,0,6,6,127.6936504,34.9314825
196,전라남도 광양시 중동 1696-2번지,46230,10600,0,"""1696""","""0002""",중마동 진아리채,101동,주건축물,2000,공동주택,공동주택(아파트),27,0,0,127.696507,34.9494108
198,전라남도 광양시 중동 1696-2번지,46230,10600,0,"""1696""","""0002""",중마동 진아리채,상가동,주건축물,4000,제2종근린생활시설,근린생활시설,0,0,4,127.696507,34.9494108
199,전라남도 광양시 중동 1696-2번지,46230,10600,0,"""1696""","""0002""",중마동 진아리채,103동,주건축물,2000,공동주택,공동주택(아파트),53,0,0,127.696507,34.9494108
201,전라남도 광양시 중동 1696-2번지,46230,10600,0,"""1696""","""0002""",중마동 진아리채,102동,주건축물,2000,공동주택,공동주택(아파트),60,0,0,127.696507,34.9494108
202,전라남도 광양시 중동 1696-4번지,46230,10600,0,"""1696""","""0004""",우봉카이스트빌,제103동,주건축물,2000,공동주택,공동주택(제103동),29,0,0,127.6964631,34.9464629
203,전라남도 광양시 중동 1696-4번지,46230,10600,0,"""1696""","""0004""",우봉카이스트빌,상가동,주건축물,3000,제1종근린생활시설,공동주택(상가동),0,0,4,127.6964631,34.9464629
204,전라남도 광양시 중동 1696-4번지,46230,10600,0,"""1696""","""0004""",우봉카이스트빌,제102동,주건축물,2000,공동주택,공동주택(제102동),74,0,0,127.6964631,34.9464629
205,전라남도 광양시 중동 1696-4번지,46230,10600,0,"""1696""","""0004""",우봉카이스트빌,제101동,주건축물,2000,공동주택,공동주택(제101동),119,0,0,127.6964631,34.9464629
207,전라남도 광양시 중동 1707-3번지,46230,10600,0,"""1707""","""0003""",청솔빌라,청솔빌라,주건축물,2000,공동주택,공동주택(다세대),4,0,0,127.6971354,34.9482405
209,전라남도 광양시 중동 1734번지,46230,10600,0,"""1734""","""0000""",태완 노블리안,101동,주건축물,2000,공동주택,아파트,102,0,0,127.7013556,34.9437977
210,전라남도 광양시 중동 1734번지,46230,10600,0,"""1734""","""0000""",태완 노블리안,103동,주건축물,2000,공동주택,아파트,51,0,0,127.7013556,34.9437977
212,전라남도 광양시 중동 1734번지,46230,10600,0,"""1734""","""0000""",태완 노블리안,102동,주건축물,2000,공동주택,아파트,96,0,0,127.7013556,34.9437977
213,전라남도 광양시 중동 1734번지,46230,10600,0,"""1734""","""0000""",태완 노블리안,201동,주건축물,4000,제2종근린생활시설,근린생활시설,0,0,7,127.7013556,34.9437977
214,전라남도 광양시 중동 1814-8번지,46230,10600,0,"""1814""","""0008""",호텔 락희,주건축물제1동,주건축물,15000,숙박시설,"숙박시설, 제1,2종근린생활시설",0,0,0,127.6961832,34.9244033
215,전라남도 광양시 중동 1888-1번지,46230,10600,0,"""1888""","""0001""",,제1동,주건축물,4000,제2종근린생활시설,"판매시설,제2종근린생활시설,업무시설,문화및집회시설,종교시설",0,0,0,127.6983216,34.9262837
216,전라남도 광양시 중동 1912번지,46230,10600,0,"""1912""","""0000""",광양중마2차진아리채,202동,주건축물,2000,공동주택,공동주택(아파트),68,0,0,127.6871228,34.9382359
217,전라남도 광양시 중동 1912번지,46230,10600,0,"""1912""","""0000""",광양중마2차진아리채,207동,주건축물,2000,공동주택,공동주택(아파트),106,0,0,127.6871228,34.9382359
218,전라남도 광양시 중동 1912번지,46230,10600,0,"""1912""","""0000""",광양중마2차진아리채,204동,주건축물,2000,공동주택,공동주택(아파트),116,0,0,127.6871228,34.9382359
220,전라남도 광양시 중동 1912번지,46230,10600,0,"""1912""","""0000""",광양중마2차진아리채,206동,주건축물,2000,공동주택,공동주택(아파트),54,0,0,127.6871228,34.9382359
222,전라남도 광양시 중동 1912번지,46230,10600,0,"""1912""","""0000""",광양중마2차진아리채,203동,주건축물,2000,공동주택,공동주택(아파트),142,0,0,127.6871228,34.9382359
223,전라남도 광양시 중동 1912번지,46230,10600,0,"""1912""","""0000""",광양중마2차진아리채,205동,주건축물,2000,공동주택,공동주택(아파트),66,0,0,127.6871228,34.9382359
224,전라남도 광양시 중동 1912번지,46230,10600,0,"""1912""","""0000""",광양중마2차진아리채,상가동,주건축물,4000,제2종근린생활시설,근린생활시설,0,0,6,127.6871228,34.9382359
225,전라남도 광양시 중동 1912번지,46230,10600,0,"""1912""","""0000""",광양중마2차진아리채,201동,주건축물,2000,공동주택,공동주택(아파트),64,0,0,127.6871228,34.9382359
226,전라남도 광양시 마동 1019번지,46230,10700,0,"""1019""","""0000""",금광블루빌아파트,108동,주건축물,2000,공동주택,공동주택(아파트),60,0,0,127.6871123,34.9553998
227,전라남도 광양시 마동 1019번지,46230,10700,0,"""1019""","""0000""",금광블루빌아파트,110동,주건축물,2000,공동주택,공동주택(아파트),90,0,0,127.6871123,34.9553998
228,전라남도 광양시 마동 1019번지,46230,10700,0,"""1019""","""0000""",금광블루빌아파트,상가동,주건축물,2000,공동주택,생활편익시설,0,0,8,127.6871123,34.9553998
229,전라남도 광양시 마동 1019번지,46230,10700,0,"""1019""","""0000""",금광블루빌아파트,102동,주건축물,2000,공동주택,공동주택(아파트),60,0,0,127.6871123,34.9553998
230,전라남도 광양시 마동 1019번지,46230,10700,0,"""1019""","""0000""",금광블루빌아파트,105동,주건축물,2000,공동주택,공동주택(아파트),60,0,0,127.6871123,34.9553998
231,전라남도 광양시 마동 1019번지,46230,10700,0,"""1019""","""0000""",금광블루빌아파트,109동,주건축물,2000,공동주택,공동주택(아파트),60,0,0,127.6871123,34.9553998
232,전라남도 광양시 마동 1019번지,46230,10700,0,"""1019""","""0000""",금광블루빌아파트,107동,주건축물,2000,공동주택,공동주택(아파트),60,0,0,127.6871123,34.9553998
233,전라남도 광양시 마동 1019번지,46230,10700,0,"""1019""","""0000""",금광블루빌아파트,104동,주건축물,2000,공동주택,공동주택(아파트),30,0,0,127.6871123,34.9553998
234,전라남도 광양시 마동 1019번지,46230,10700,0,"""1019""","""0000""",금광블루빌아파트,103동,주건축물,2000,공동주택,공동주택(아파트),60,0,0,127.6871123,34.9553998
235,전라남도 광양시 마동 1019번지,46230,10700,0,"""1019""","""0000""",금광블루빌아파트,101동,주건축물,2000,공동주택,공동주택(아파트),30,0,0,127.6871123,34.9553998
236,전라남도 광양시 마동 1019번지,46230,10700,0,"""1019""","""0000""",금광블루빌아파트,106동,주건축물,2000,공동주택,공동주택(아파트),60,0,0,127.6871123,34.9553998
239,전라남도 광양시 마동 1026번지,46230,10700,0,"""1026""","""0000""",광양 마동 자연애,101동,주건축물,2000,공동주택,공동주택(아파트),37,0,0,127.6889754,34.9549448
241,전라남도 광양시 마동 1026번지,46230,10700,0,"""1026""","""0000""",광양 마동 자연애,103동,주건축물,2000,공동주택,공동주택(아파트),42,0,0,127.6889754,34.9549448
243,전라남도 광양시 마동 1026번지,46230,10700,0,"""1026""","""0000""",광양 마동 자연애,102동,주건축물,2000,공동주택,공동주택(아파트),53,0,0,127.6889754,34.9549448
244,전라남도 광양시 마동 1026번지,46230,10700,0,"""1026""","""0000""",광양 마동 자연애,근린생활시설,주건축물,3000,제1종근린생활시설,근린생활시설,0,0,11,127.6889754,34.9549448
247,전라남도 광양시 마동 1030번지,46230,10700,0,"""1030""","""0000""",마동주공아파트,101동,주건축물,2000,공동주택,공동주택(아파트),84,0,0,127.689441,34.9563433
249,전라남도 광양시 마동 1030번지,46230,10700,0,"""1030""","""0000""",마동주공아파트,103동,주건축물,2000,공동주택,공동주택(아파트),66,0,0,127.689441,34.9563433
250,전라남도 광양시 마동 1030번지,46230,10700,0,"""1030""","""0000""",마동주공아파트,102동,주건축물,2000,공동주택,공동주택(아파트),120,0,0,127.689441,34.9563433
252,전라남도 광양시 마동 1030번지,46230,10700,0,"""1030""","""0000""",마동주공아파트,상가동,주건축물,3000,제1종근린생활시설,"제1,2종근린생활시설",0,0,3,127.689441,34.9563433
253,전라남도 광양시 마동 1031번지,46230,10700,0,"""1031""","""0000""",광양 송보파인빌 6차아파트,613동,주건축물,3000,제1종근린생활시설,근린생활시설,0,0,1,127.6919604,34.9560702
256,전라남도 광양시 마동 1031번지,46230,10700,0,"""1031""","""0000""",광양 송보파인빌 6차아파트,603동,주건축물,2000,공동주택,아파트,91,0,0,127.6919604,34.9560702
257,전라남도 광양시 마동 1031번지,46230,10700,0,"""1031""","""0000""",광양 송보파인빌 6차아파트,605동,주건축물,2000,공동주택,아파트,100,0,0,127.6919604,34.9560702
258,전라남도 광양시 마동 1031번지,46230,10700,0,"""1031""","""0000""",광양 송보파인빌 6차아파트,606동,주건축물,2000,공동주택,아파트,84,0,0,127.6919604,34.9560702
260,전라남도 광양시 마동 1031번지,46230,10700,0,"""1031""","""0000""",광양 송보파인빌 6차아파트,601동,주건축물,2000,공동주택,아파트,66,0,0,127.6919604,34.9560702
262,전라남도 광양시 마동 1031번지,46230,10700,0,"""1031""","""0000""",광양 송보파인빌 6차아파트,602동,주건축물,2000,공동주택,아파트,84,0,0,127.6919604,34.9560702
264,전라남도 광양시 마동 1031번지,46230,10700,0,"""1031""","""0000""",광양 송보파인빌 6차아파트,604동,주건축물,2000,공동주택,아파트,99,0,0,127.6919604,34.9560702
265,전라남도 광양시 마동 1031번지,46230,10700,0,"""1031""","""0000""",광양 송보파인빌 6차아파트,612동,주건축물,3000,제1종근린생활시설,일반음식점,0,0,17,127.6919604,34.9560702
266,전라남도 광양시 마동 1033번지,46230,10700,0,"""1033""","""0000""",신원아르시스,101동,주건축물,2000,공동주택,공동주택(아파트),104,0,0,127.6909439,34.9555718
270,전라남도 광양시 마동 1033번지,46230,10700,0,"""1033""","""0000""",신원아르시스,102동,주건축물,2000,공동주택,공동주택(아파트),94,0,0,127.6909439,34.9555718
271,전라남도 광양시 마동 1045번지,46230,10700,0,"""1045""","""0000""",광양 송보타워 아파트,201동,주건축물,2000,공동주택,아파트,96,0,0,127.6923843,34.9539709
274,전라남도 광양시 마동 1046번지,46230,10700,0,"""1046""","""0000""",송보 파인빌 뷰아파트,102동,주건축물,2000,공동주택,아파트(148세대),148,0,0,127.6912788,34.9538779
276,전라남도 광양시 마동 1046번지,46230,10700,0,"""1046""","""0000""",송보 파인빌 뷰아파트,101동,주건축물,2000,공동주택,아파트(66세대),66,0,0,127.6912788,34.9538779
277,전라남도 광양시 마동 1054번지,46230,10700,0,"""1054""","""0000""",송보파인빌뷰아파트,303동,주건축물,2000,공동주택,아파트(27세대),27,0,0,127.6900523,34.9539289
278,전라남도 광양시 마동 1054번지,46230,10700,0,"""1054""","""0000""",송보파인빌뷰아파트,301동,주건축물,2000,공동주택,아파트(39세대),39,0,0,127.6900523,34.9539289
280,전라남도 광양시 마동 1054번지,46230,10700,0,"""1054""","""0000""",송보파인빌뷰아파트,302동,주건축물,2000,공동주택,아파트(48세대),48,0,0,127.6900523,34.9539289
283,전라남도 광양시 마동 1055번지,46230,10700,0,"""1055""","""0000""",광양 송보파인빌 5차아파트,503동,주건축물,2000,공동주택,아파트,132,0,0,127.6893217,34.9531247
285,전라남도 광양시 마동 1055번지,46230,10700,0,"""1055""","""0000""",광양 송보파인빌 5차아파트,510동,주건축물,3000,제1종근린생활시설,근린생활시설,0,0,14,127.6893217,34.9531247
286,전라남도 광양시 마동 1055번지,46230,10700,0,"""1055""","""0000""",광양 송보파인빌 5차아파트,501동,주건축물,2000,공동주택,아파트,71,0,0,127.6893217,34.9531247
287,전라남도 광양시 마동 1055번지,46230,10700,0,"""1055""","""0000""",광양 송보파인빌 5차아파트,502동,주건축물,2000,공동주택,아파트,98,0,0,127.6893217,34.9531247
